AGI_identifier	gene_name	gene_annotation
AT5G55160	AT5G55160:SUMO2	ATSUMO2;SUM2:SMALL UBIQUITIN-LIKE MODIFIER 2;SUMO 2:SMALL UBIQUITIN-LIKE MODIFIER 2;SUMO2:small ubiquitin-like modifier 2
AT5G55170	AT5G55170:SUMO3	ATSUMO3;SUM3:SMALL UBIQUITIN-LIKE MODIFIER 3;SUMO 3:SMALL UBIQUITIN-LIKE MODIFIER 3;SUMO3:small ubiquitin-like modifier 3
AT5G55180	AT5G55180	NA
AT5G55190	AT5G55190:RAN3	ATRAN3:RAN GTPASE 3;RAN3:RAN GTPase 3
AT5G55200	AT5G55200	MGE1:mitochondrial GrpE 1
AT5G55210	AT5G55210	NA
AT5G55220	AT5G55220:TIG	NA
AT5G55230	AT5G55230:MAP65-1	ATMAP65-1:microtubule-associated proteins 65-1;MAP65-1;MAP65-1:microtubule-associated proteins 65-1
AT5G55240	AT5G55240:PXG2	ATPXG2:ARABIDOPSIS THALIANA PEROXYGENASE 2
AT5G55250	AT5G55250:IAMT1	AtIAMT1;IAMT1:IAA carboxylmethyltransferase 1
AT5G55260	AT5G55260:PPX2	PPX-2:PROTEIN PHOSPHATASE X -2;PPX2:protein phosphatase X 2
AT5G55270	AT5G55270	NA
AT5G55280	AT5G55280:FTSZ1	ATFTSZ1-1:ARABIDOPSIS THALIANA HOMOLOG OF BACTERIAL CYTOKINESIS Z-RING PROTEIN FTSZ 1-1;CPFTSZ:CHLOROPLAST FTSZ;FTSZ1-1:homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1
AT5G55290	AT5G55290:VHA-E1	NA
AT5G55300	AT5G55300:TOP1	MGO1:MGOUN 1;TOP1:TOPOISOMERASE 1;TOP1ALPHA:DNA topoisomerase I alpha
AT5G55310	AT5G55310:TOP1BETA	TOP1:TOPOISOMERASE 1;TOP1BETA:DNA topoisomerase 1 beta
AT5G55320	AT5G55320:AT7	NA
AT5G55330	AT5G55330:AT6	NA
AT5G55340	AT5G55340:AT5	NA
AT5G55350	AT5G55350:AT4	NA
AT5G55360	AT5G55360:AT3	NA
AT5G55370	AT5G55370:AT2	NA
AT5G55380	AT5G55380:AT1	NA
AT5G55390	AT5G55390:EDM2	EDM2:ENHANCED DOWNY MILDEW 2
AT5G55400	AT5G55400:FIM3	NA
AT5G55410	AT5G55410	NA
AT5G55430	AT5G55430	NA
AT5G55440	AT5G55440	NA
AT5G55450	AT5G55450	NA
AT5G55460	AT5G55460	NA
AT5G55470	AT5G55470:NHX4	ATNHX3:ARABIDOPSIS THALIANA NA+/H+ (SODIUM HYDROGEN) EXCHANGER 3;NHX3:Na+/H+ (sodium hydrogen) exchanger 3
AT5G55480	AT5G55480:GDPDL4	GDPDL4:Glycerophosphodiester phosphodiesterase (GDPD) like 4;GPDL1:glycerophosphodiesterase-like 1;SVL1:SHV3-like 1
AT5G55490	AT5G55490:GEX1	ATGEX1:GAMETE EXPRESSED PROTEIN 1;GEX1:gamete expressed protein 1
AT5G55500	AT5G55500:XYLT	"ATXYLT:ARABIDOPSIS THALIANA BETA-1,2-XYLOSYLTRANSFERASE;XYLT:""beta-1,2-xylosyltransferase"""
AT5G55507	AT5G55507	NA
AT5G55508	AT5G55508	NA
AT5G55510	AT5G55510:TIM22-3	NA
AT5G55520	AT5G55520	NA
AT5G55530	AT5G55530	NA
AT5G55540	AT5G55540:TRN1	LOP1:LOPPED 1;TRN1:TORNADO 1
AT5G55550	AT5G55550	NA
AT5G55560	AT5G55560:WNK11	NA
AT5G55565	AT5G55565	NA
AT5G55570	AT5G55570	NA
AT5G55580	AT5G55580	NA
AT5G55590	AT5G55590:QRT1	QRT1:QUARTET 1
AT5G55600	AT5G55600	NA
AT5G55610	AT5G55610	NA
AT5G55620	AT5G55620	NA
AT5G55630	AT5G55630:TPK1	ATKCO1;ATTPK1:TANDEM PORE K+ CHANNEL 1;KCO1:CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 1;KCO1:TWO PORE K CHANNEL;TPK1:TWO PORE K CHANNEL 1
AT5G55640	AT5G55640	NA
AT5G55650	AT5G55650	NA
AT5G55660	AT5G55660	NA
AT5G55670	AT5G55670	NA
AT5G55680	AT5G55680	NA
AT5G55690	AT5G55690	NA
AT5G55700	AT5G55700:BAM4	BAM4:beta-amylase 4;BMY6:BETA-AMYLASE 6
AT5G55710	AT5G55710:TIC20-V	AtTic20-V:translocon at the inner envelope membrane of chloroplasts 20-V;Tic20-V:translocon at the inner envelope membrane of chloroplasts 20-V
AT5G55720	AT5G55720	NA
AT5G55730	AT5G55730:FLA1	FLA1:FASCICLIN-like arabinogalactan 1
AT5G55740	AT5G55740:CRR21	CRR21:chlororespiratory reduction 21
AT5G55750	AT5G55750	NA
AT5G55760	AT5G55760:SRT1	SRT1:sirtuin 1
AT5G55770	AT5G55770	NA
AT5G55780	AT5G55780	NA
AT5G55790	AT5G55790	NA
AT5G55800	AT5G55800	NA
AT5G55810	AT5G55810:NMNAT	AtNMNAT:nicotinate/nicotinamide mononucleotide adenyltransferase;NMNAT:nicotinate/nicotinamide mononucleotide adenyltransferase
AT5G55820	AT5G55820	WYR:WYRD
AT5G55830	AT5G55830:LECRKS7	NA
AT5G55840	AT5G55840	NA
AT5G55850	AT5G55850:NOI	NOI
AT5G55855	AT5G55855	NA
AT5G55856	AT5G55856:SUMO8	NA
AT5G55860	AT5G55860	NA
AT5G55870	AT5G55870	NA
AT5G55880	AT5G55880	NA
AT5G55890	AT5G55890	NA
AT5G55893	AT5G55893	NA
AT5G55900	AT5G55900	NA
AT5G55910	AT5G55910:D6PK	D6PK:D6 protein kinase
AT5G55920	AT5G55920:OLI2	OLI2:OLIGOCELLULA 2
AT5G55930	AT5G55930:OPT1	ATOPT1:ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 1;OPT1:oligopeptide transporter 1
AT5G55940	AT5G55940:EMB2731	emb2731:embryo defective 2731
AT5G55950	AT5G55950	NA
AT5G55960	AT5G55960	NA
AT5G55970	AT5G55970	NA
AT5G55980	AT5G55980	NA
AT5G55990	AT5G55990:CBL2	ATCBL2;CBL2:calcineurin B-like protein 2
AT5G56000	AT5G56000:HSP90-4	AtHsp90.4:HEAT SHOCK PROTEIN 90.4;Hsp81.4:HEAT SHOCK PROTEIN 81.4
AT5G56010	AT5G56010:HSP90-3	AtHsp90-3:HEAT SHOCK PROTEIN 90-3;AtHsp90.3:HEAT SHOCK PROTEIN 90.3;HSP81-3:heat shock protein 81-3;Hsp81.3:HEAT SHOCK PROTEIN 81.3
AT5G56020	AT5G56020	NA
AT5G56030	AT5G56030:HSP90-2	AtHsp90.2:HEAT SHOCK PROTEIN 90.2;ERD8:EARLY-RESPONSIVE TO DEHYDRATION 8;HSP81-2:heat shock protein 81-2;HSP81.2:heat shock protein 81.2;HSP90.2:HEAT SHOCK PROTEIN  90.2
AT5G56040	AT5G56040	NA
AT5G56050	AT5G56050	NA
AT5G56060	AT5G56060	NA
AT5G56070	AT5G56070	NA
AT5G56075	AT5G56075	NA
AT5G56080	AT5G56080:NAS2	ATNAS2:ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 2;NAS2:nicotianamine synthase 2
AT5G56090	AT5G56090:COX15	COX15:cytochrome c oxidase 15
AT5G56100	AT5G56100	NA
AT5G56110	AT5G56110:AtMYB103	AtMYB103:myb domain protein 103;ATMYB80:ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 80;MS188:MALE STERILE 188;MYB103:myb domain protein 103;MYB80
AT5G56120	AT5G56120	NA
AT5G56130	AT5G56130:THO3	AtTEX1;TEX1;THO3
AT5G56140	AT5G56140	NA
AT5G56150	AT5G56150:UBC30	UBC30:ubiquitin-conjugating enzyme 30
AT5G56160	AT5G56160:SFH14	NA
AT5G56170	AT5G56170:LLG1	LLG1:LORELEI-LIKE-GPI-ANCHORED PROTEIN 1
AT5G56180	AT5G56180:ARP8	ARP8;ARP8:actin-related protein 8;ATARP8:actin-related protein 8
AT5G56190	AT5G56190	NA
AT5G56200	AT5G56200	NA
AT5G56210	AT5G56210:WIP2	WIP2:WPP domain interacting protein 2
AT5G56220	AT5G56220	NA
AT5G56230	AT5G56230:PRA1G2	PRA1.G2:prenylated RAB acceptor 1.G2
AT5G56240	AT5G56240	NA
AT5G56250	AT5G56250:HAP8	HAP8:HAPLESS 8
AT5G56260	AT5G56260	NA
AT5G56270	AT5G56270:WRKY2	ATWRKY2:ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 2;WRKY2:WRKY DNA-binding protein 2
AT5G56280	AT5G56280:CSN6A	CSN6A:COP9 signalosome subunit 6A
AT5G56290	AT5G56290:PEX5	ATPEX5:ARABIDOPSIS PEROXIN 5;EMB2790:EMBRYO DEFECTIVE 2790;PEX5:peroxin 5
AT5G56300	AT5G56300:GAMT2	GAMT2:gibberellic acid methyltransferase 2
AT5G56310	AT5G56310:PCMP-E13	NA
AT5G56320	AT5G56320:EXPA14	ATEXP14;ATEXPA14:expansin A14;ATHEXP ALPHA 1.5;EXP14:EXPANSIN 14;EXPA14:expansin A14
AT5G56325	AT5G56325	NA
AT5G56330	AT5G56330:ATACA8	ACA8:alpha carbonic anhydrase 8;ATACA8:A. THALIANA ALPHA CARBONIC ANHYDRASE 8
AT5G56340	AT5G56340:ATCRT1	ATCRT1
AT5G56350	AT5G56350	NA
AT5G56360	AT5G56360:PSL4	PSL4:PRIORITY IN SWEET LIFE 4
AT5G56368	AT5G56368	NA
AT5G56369	AT5G56369	NA
AT5G56370	AT5G56370	NA
AT5G56380	AT5G56380	NA
AT5G56390	AT5G56390	NA
AT5G56400	AT5G56400	NA
AT5G56410	AT5G56410	NA
AT5G56420	AT5G56420	NA
AT5G56430	AT5G56430	NA
AT5G56440	AT5G56440	NA
AT5G56450	AT5G56450	PM-ANT
AT5G56452	AT5G56452	NA
AT5G56460	AT5G56460	NA
AT5G56470	AT5G56470:GULLO7	AtGulLO7;GulLO7:L -gulono-1,4-lactone ( L -GulL) oxidase 1
AT5G56480	AT5G56480	NA
AT5G56490	AT5G56490:GULLO4	AtGulLO4;GulLO4:L -gulono-1,4-lactone ( L -GulL) oxidase 4
AT5G56500	AT5G56500:CPN60B3	Cpn60beta3:chaperonin-60beta3
AT5G56510	AT5G56510:APUM12	APUM12:pumilio 12;PUM12:pumilio 12
AT5G56520	AT5G56520	NA
AT5G56530	AT5G56530	NA
AT5G56540	AT5G56540:AGP14	AGP14:arabinogalactan protein 14;ATAGP14
AT5G56550	AT5G56550:OXS3	ATOXS3:OXIDATIVE STRESS 3;OXS3:OXIDATIVE STRESS 3
AT5G56560	AT5G56560	NA
AT5G56570	AT5G56570	NA
AT5G56580	AT5G56580:MKK6	ANQ1:ARABIDOPSIS NQK1;ATMKK6:ARABIDOPSIS THALIANA MAP KINASE KINASE 6;MKK6:MAP kinase kinase 6
AT5G56590	AT5G56590	NA
AT5G56600	AT5G56600:PFN3	PFN3:PROFILIN 3;PRF3:profilin 3
AT5G56610	AT5G56610	NA
AT5G56620	AT5G56620:anac099	anac099:NAC domain containing protein 99;NAC099:NAC domain containing protein 99
AT5G56630	AT5G56630:PFK7	PFK7:phosphofructokinase 7
AT5G56640	AT5G56640:MIOX5	MIOX5:myo-inositol oxygenase 5
AT5G56650	AT5G56650:ILL1	ILL1:IAA-leucine resistant (ILR)-like 1
AT5G56660	AT5G56660:ILL2	ILL2:IAA-leucine resistant (ILR)-like 2
AT5G56670	AT5G56670:RPS30C	NA
AT5G56680	AT5G56680:SYNC1	EMB2755:EMBRYO DEFECTIVE 2755;SYNC1;SYNC1 ARATH
AT5G56690	AT5G56690	NA
AT5G56700	AT5G56700	NA
AT5G56710	AT5G56710:RPL31C	NA
AT5G56720	AT5G56720	c-NAD-MDH3:cytosolic-NAD-dependent malate dehydrogenase 3
AT5G56730	AT5G56730	NA
AT5G56740	AT5G56740:HAG2	HAC07;HAC7;HAG02;HAG2:histone acetyltransferase of the GNAT family 2
AT5G56750	AT5G56750:NDL1	NDL1:N-MYC downregulated-like 1
AT5G56760	AT5G56760:SAT5	ATSERAT1;1:serine acetyltransferase 1;1;SAT-52:SERINE ACETYLTRANSFERASE 52;SAT5:SERINE ACETYLTRANSFERASE 5;SERAT1;1:serine acetyltransferase 1;1
AT5G56770	AT5G56770	NA
AT5G56780	AT5G56780:ATET2	ATET2:ARABIDOPSIS EFFECTOR OF TRANSCRIPTION2;ET2:effector of transcription2
AT5G56790	AT5G56790	NA
AT5G56795	AT5G56795:MT1B	MT1B:metallothionein 1B
AT5G56800	AT5G56800	NA
AT5G56810	AT5G56810	NA
AT5G56820	AT5G56820	NA
AT5G56840	AT5G56840	NA
AT5G56850	AT5G56850	NA
AT5G56860	AT5G56860:GATA21	GATA21:GATA TRANSCRIPTION FACTOR 21;GNC:GATA, nitrate-inducible, carbon metabolism-involved
AT5G56865	AT5G56865	NA
AT5G56870	AT5G56870:BGAL4	BGAL4:beta-galactosidase 4
AT5G56880	AT5G56880	NA
AT5G56890	AT5G56890	NA
AT5G56900	AT5G56900	NA
AT5G56910	AT5G56910	NA
AT5G56920	AT5G56920	NA
AT5G56930	AT5G56930:EMB1789	EMB1789:embryo defective 1789
AT5G56940	AT5G56940	NA
AT5G56950	AT5G56950:NAP1%3B3	NAP1;3:nucleosome assembly protein 1;3;NFA03:NUCLEOSOME/CHROMATIN ASSEMBLY FACTOR GROUP A 03;NFA3:NUCLEOSOME/CHROMATIN ASSEMBLY FACTOR GROUP A3
AT5G56960	AT5G56960:BHLH41	NA
AT5G56970	AT5G56970:CKX3	ATCKX3;CKX3:cytokinin oxidase 3
AT5G56980	AT5G56980	NA
AT5G56990	AT5G56990	NA
AT5G57000	AT5G57000	NA
AT5G57010	AT5G57010	NA
AT5G57015	AT5G57015:ckl12	ckl12:casein kinase I-like 12
AT5G57020	AT5G57020:NMT1	ATNMT1:ARABIDOPSIS THALIANA MYRISTOYL-COA:PROTEIN N-MYRISTOYLTRANSFERASE;NMT1:myristoyl-CoA:protein N-myristoyltransferase
AT5G57030	AT5G57030:LUT2	LUT2:LUTEIN DEFICIENT 2
AT5G57035	AT5G57035	NA
AT5G57040	AT5G57040	NA
AT5G57050	AT5G57050:ABI2	ABI2:ABA INSENSITIVE 2;AtABI2
AT5G57060	AT5G57060	NA
AT5G57070	AT5G57070	NA
AT5G57080	AT5G57080	NA
AT5G57090	AT5G57090:PIN2	AGR:AGRAVITROPIC ROOT;AGR1:AGRAVITROPIC ROOT 1;ATPIN2:ARABIDOPSIS THALIANA PIN-FORMED 2;EIR1:ETHYLENE INSENSITIVE ROOT 1;MM31;PIN2:PIN-FORMED 2;WAV6:WAVY ROOTS 6
AT5G57100	AT5G57100	NA
AT5G57110	AT5G57110:ACA8	"ACA8:""autoinhibited Ca2+ -ATPase, isoform 8"";AT-ACA8:""AUTOINHIBITED CA2+ -ATPASE, ISOFORM 8"""
AT5G57120	AT5G57120	NA
AT5G57123	AT5G57123	NA
AT5G57130	AT5G57130	SMXL5:SMAX1-like 5
AT5G57140	AT5G57140:PAP28	ATPAP28:PURPLE ACID PHOSPHATASE 28;PAP28:purple acid phosphatase 28
AT5G57150	AT5G57150:BHLH35	NA
AT5G57160	AT5G57160:LIG4	ATLIG4;LIG4:DNA LIGASE IV
AT5G57170	AT5G57170	NA
AT5G57180	AT5G57180:CIA2	CIA2:chloroplast import apparatus 2
AT5G57181	AT5G57181	NA
AT5G57190	AT5G57190:PSD2	PSD2:phosphatidylserine decarboxylase 2
AT5G57200	AT5G57200	NA
AT5G57210	AT5G57210	NA
AT5G57220	AT5G57220:CYP81F2	"CYP81F2:""cytochrome P450, family 81, subfamily F, polypeptide 2"""
AT5G57230	AT5G57230	NA
AT5G57240	AT5G57240:ORP4C	ORP4C:OSBP(oxysterol binding protein)-related protein 4C
AT5G57250	AT5G57250	NA
AT5G57260	AT5G57260:CYP71B10	"CYP71B10:""cytochrome P450, family 71, subfamily B, polypeptide 10"""
AT5G57270	AT5G57270	NA
AT5G57280	AT5G57280	RID2:root initiation defective 2
AT5G57290	AT5G57290:RPP3B	NA
AT5G57300	AT5G57300:COQ5	NA
AT5G57310	AT5G57310	NA
AT5G57320	AT5G57320:VLN5	VLN5:villin 5
AT5G57330	AT5G57330	NA
AT5G57340	AT5G57340	NA
AT5G57345	AT5G57345	NA
AT5G57350	AT5G57350:AHA3	AHA3:H(+)-ATPase 3;ATAHA3:ARABIDOPSIS THALIANA ARABIDOPSIS H(+)-ATPASE;HA3:H(+)-ATPase 3
AT5G57360	AT5G57360:ADO1	ADO1:ADAGIO 1;FKL2:FKF1-LIKE PROTEIN 2;LKP1:LOV KELCH PROTEIN 1;ZTL:ZEITLUPE
AT5G57370	AT5G57370	NA
AT5G57380	AT5G57380:VIN3	VIN3:VERNALIZATION INSENSITIVE 3
AT5G57390	AT5G57390:AIL5	AIL5:AINTEGUMENTA-like 5;CHO1:CHOTTO 1;EMK:EMBRYOMAKER;PLT5:PLETHORA 5
AT5G57391	AT5G57391	NA
AT5G57400	AT5G57400	NA
AT5G57410	AT5G57410	NA
AT5G57420	AT5G57420:IAA33	IAA33:indole-3-acetic acid inducible 33
AT5G57440	AT5G57440:GPP2	GPP2:GLYCEROL-3-PHOSPHATASE 2;GS1
AT5G57450	AT5G57450:XRCC3	ATXRCC3:ARABIDOPSIS THALIANA HOMOLOG OF X-RAY REPAIR CROSS COMPLEMENTING 3 (XRCC3);XRCC3:homolog of X-ray repair cross complementing 3
AT5G57460	AT5G57460	NA
AT5G57480	AT5G57480	NA
AT5G57490	AT5G57490:VDAC4	ATVDAC4:ARABIDOPSIS THALIANA VOLTAGE DEPENDENT ANION CHANNEL 4;VDAC4:voltage dependent anion channel 4
AT5G57500	AT5G57500	NA
AT5G57510	AT5G57510	NA
AT5G57520	AT5G57520:ZFP2	ATZFP2:ZINC FINGER PROTEIN 2;ZFP2:zinc finger protein 2
AT5G57530	AT5G57530:XTH12	AtXTH12;XTH12:xyloglucan endotransglucosylase/hydrolase 12
AT5G57535	AT5G57535	NA
AT5G57540	AT5G57540:XTH13	AtXTH13;XTH13:xyloglucan endotransglucosylase/hydrolase 13
AT5G57550	AT5G57550:XTH25	XTH25:xyloglucan endotransglucosylase/hydrolase 25;XTR3:xyloglucan endotransglycosylase 3
AT5G57560	AT5G57560:XTH22	TCH4:Touch 4;XTH22:xyloglucan endotransglucosylase/hydrolase 22
AT5G57565	AT5G57565	NA
AT5G57567	AT5G57567	NA
AT5G57570	AT5G57570	NA
AT5G57580	AT5G57580:CBP60B	NA
AT5G57590	AT5G57590:BIO3-BIO1	BIO1:biotin auxotroph 1
AT5G57610	AT5G57610	NA
AT5G57620	AT5G57620:MYB36	AtMYB36:myb domain protein 36;MYB36:myb domain protein 36
AT5G57625	AT5G57625	NA
AT5G57630	AT5G57630:CIPK21	CIPK21:CBL-interacting protein kinase 21;SnRK3.4:SNF1-RELATED PROTEIN KINASE 3.4
AT5G57640	AT5G57640	NA
AT5G57650	AT5G57650	NA
AT5G57655	AT5G57655:XYLA	NA
AT5G57660	AT5G57660:COL5	ATCOL5;BBX6:B-box domain protein 6;COL5:CONSTANS-like 5
AT5G57670	AT5G57670	NA
AT5G57685	AT5G57685:GDU3	ATGDU3:ARABIDOPSIS THALIANA GLUTAMINE DUMPER 3;GDU3:glutamine dumper 3;LSB1:LESS SUSCEPTIBLE TO BSCTV 1
AT5G57690	AT5G57690:DGK4	ATDGK4;DGK4:diacylglycerol kinase 4
AT5G57700	AT5G57700	NA
AT5G57710	AT5G57710	SMAX1:SUPPRESSOR OF MAX2 1
AT5G57720	AT5G57720	NA
AT5G57730	AT5G57730	NA
AT5G57740	AT5G57740:XBAT32	XBAT32:XB3 ortholog 2 in Arabidopsis thaliana
AT5G57747	AT5G57747	NA
AT5G57750	AT5G57750:ATL50	NA
AT5G57760	AT5G57760	NA
AT5G57770	AT5G57770	NA
AT5G57780	AT5G57780	P1R1:P1R1
AT5G57785	AT5G57785	NA
AT5G57790	AT5G57790	NA
AT5G57800	AT5G57800:CER3	CER3:ECERIFERUM 3;FLP1:FACELESS POLLEN 1;WAX2;YRE
AT5G57810	AT5G57810:TET15	TET15:tetraspanin15
AT5G57815	AT5G57815:COX6B-2	NA
AT5G57820	AT5G57820	NA
AT5G57830	AT5G57830	NA
AT5G57840	AT5G57840	NA
AT5G57850	AT5G57850:DAAT	ADCL:4-amino-4-deoxychorismate lyase
AT5G57860	AT5G57860	NA
AT5G57870	AT5G57870:EIF(ISO)4G1	eIFiso4G1:eukaryotic translation Initiation Factor isoform 4G1
AT5G57880	AT5G57880:MPS1	ATPRD2:ARABIDOPSIS THALIANA PUTATIVE RECOMBINATION INITIATION DEFECTS 2;MPS1:MULTIPOLAR SPINDLE 1;PRD2:PUTATIVE RECOMBINATION INITIATION DEFECTS 2
AT5G57887	AT5G57887	NA
AT5G57890	AT5G57890:ASB2	NA
AT5G57900	AT5G57900:SKIP1	SKIP1:SKP1 interacting partner 1
AT5G57910	AT5G57910	NA
AT5G57920	AT5G57920:ENODL10	AtENODL10;ENODL10:early nodulin-like protein 10
AT5G57930	AT5G57930:APO2	APO2:ACCUMULATION OF PHOTOSYSTEM ONE 2;emb1629:embryo defective 1629
AT5G57940	AT5G57940:CNGC5	ATCNGC5:cyclic nucleotide gated channel 5;CNGC5:cyclic nucleotide gated channel 5
AT5G57950	AT5G57950	NA
AT5G57960	AT5G57960	NA
AT5G57970	AT5G57970	NA
AT5G57980	AT5G57980:NRPB5L1	"RPB5C:""RNA polymerase II fifth largest subunit, C"""
AT5G57990	AT5G57990:UBP23	UBP23:ubiquitin-specific protease 23
AT5G58000	AT5G58000:RTNLB21	NA
AT5G58003	AT5G58003:CPL4	CPL4:C-terminal domain phosphatase-like 4
AT5G58005	AT5G58005	NA
AT5G58010	AT5G58010:BHLH82	LRL3:LJRHL1-like 3
AT5G58020	AT5G58020	NA
AT5G58030	AT5G58030	NA
AT5G58040	AT5G58040:FIPS5	ATFIP1[V]:homolog of yeast FIP1 [V];ATFIPS5;FIP1[V]:homolog of yeast FIP1 [V];FIPS5
AT5G58050	AT5G58050:GDPDL6	GDPDL6:Glycerophosphodiester phosphodiesterase (GDPD) like 6;SVL4:SHV3-like 4
AT5G58060	AT5G58060:YKT61	ATGP1;ATYKT61;YKT61
AT5G58070	AT5G58070:ATTIL	ATTIL:TEMPERATURE-INDUCED LIPOCALIN;TIL:temperature-induced lipocalin
AT5G58080	AT5G58080:ARR18	ARR18:response regulator 18;RR18:response regulator 18
AT5G58090	AT5G58090	NA
AT5G58100	AT5G58100	NA
AT5G58110	AT5G58110	NA
AT5G58120	AT5G58120	NA
AT5G58130	AT5G58130:ROS3	ROS3:REPRESSOR OF SILENCING 3
AT5G58140	AT5G58140:PHOT2	NPL1:NON PHOTOTROPIC HYPOCOTYL 1-LIKE;PHOT2:phototropin 2
AT5G58150	AT5G58150	NA
AT5G58160	AT5G58160	NA
AT5G58170	AT5G58170:GDPDL7	GDPDL7:Glycerophosphodiester phosphodiesterase (GDPD) like 7;SVL5:SHV3-like 5
AT5G58180	AT5G58180:YKT62	ATYKT62;YKT62
AT5G58190	AT5G58190:ECT10	ECT10:evolutionarily conserved C-terminal region 10
AT5G58200	AT5G58200	NA
AT5G58210	AT5G58210	NA
AT5G58220	AT5G58220:TTL	ALNS:allantoin synthase;TTL:transthyretin-like protein
AT5G58230	AT5G58230:MSI1	ATMSI1:ARABIDOPSIS MULTICOPY SUPRESSOR OF IRA1;MEE70:MATERNAL EFFECT EMBRYO ARREST 70;MSI1:MULTICOPY SUPRESSOR OF IRA1
AT5G58240	AT5G58240:FHIT	FHIT:FRAGILE HISTIDINE TRIAD
AT5G58250	AT5G58250	EMB3143:EMBRYO DEFECTIVE 3143
AT5G58260	AT5G58260:ndhN	NdhN:NADH dehydrogenase-like complex N
AT5G58270	AT5G58270:ABCB25	ABCB25:ATP-binding cassette B25;ATATM3:ARABIDOPSIS THALIANA ABC TRANSPORTER OF THE MITOCHONDRION 3;ATM3:ABC transporter of the mitochondrion 3;STA1:STARIK 1
AT5G58280	AT5G58280	NA
AT5G58290	AT5G58290:RPT3	RPT3:regulatory particle triple-A ATPase 3
AT5G58300	AT5G58300	NA
AT5G58310	AT5G58310:MES18	ATMES18:ARABIDOPSIS THALIANA METHYL ESTERASE 18;MES18:methyl esterase 18
AT5G58320	AT5G58320:NET4A	NET4A:Networked 4A
AT5G58330	AT5G58330	NA
AT5G58340	AT5G58340	NA
AT5G58350	AT5G58350:WNK4	WNK4:with no lysine (K) kinase 4;ZIK2
AT5G58360	AT5G58360:OFP3	ATOFP3:ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 3;OFP3:ovate family protein 3
AT5G58370	AT5G58370	NA
AT5G58375	AT5G58375	NA
AT5G58380	AT5G58380:CIPK10	CIPK10:CBL-INTERACTING PROTEIN KINASE 10;PKS2;SIP1:SOS3-interacting protein 1;SNRK3.8:SNF1-RELATED PROTEIN KINASE 3.8
AT5G58390	AT5G58390:PER67	NA
AT5G58400	AT5G58400:PER68	NA
AT5G58410	AT5G58410	NA
AT5G58412	AT5G58412	NA
AT5G58420	AT5G58420:RPS4D	NA
AT5G58430	AT5G58430:EXO70B1	ATEXO70B1:exocyst subunit exo70 family protein B1;EXO70B1:exocyst subunit exo70 family protein B1
AT5G58440	AT5G58440:SNX2A	SNX2a:sorting nexin 2A
AT5G58450	AT5G58450	NA
AT5G58460	AT5G58460:CHX25	ATCHX25:ARABIDOPSIS THALIANA CATION/H+ EXCHANGER 25;CHX25:cation/H+ exchanger 25
AT5G58470	AT5G58470:TAF15B	TAF15b:TBP-associated factor 15B
AT5G58480	AT5G58480	NA
AT5G58490	AT5G58490	NA
AT5G58500	AT5G58500:LSH5	LSH5:LIGHT SENSITIVE HYPOCOTYLS 5
AT5G58510	AT5G58510	NA
AT5G58520	AT5G58520	NA
AT5G58530	AT5G58530	NA
AT5G58540	AT5G58540	NA
AT5G58550	AT5G58550:EOL2	EOL2:ETO1-like 2
AT5G58560	AT5G58560	FOLK:farnesol kinase
AT5G58570	AT5G58570	NA
AT5G58575	AT5G58575	NA
AT5G58580	AT5G58580:ATL63	ATL63:TOXICOS EN LEVADURA 63;TL63:TOXICOS EN LEVADURA 63
AT5G58590	AT5G58590:RANBP1C	RANBP1:RAN binding protein 1
AT5G58600	AT5G58600:PMR5	PMR5:POWDERY MILDEW RESISTANT 5;TBL44:TRICHOME BIREFRINGENCE-LIKE 44
AT5G58610	AT5G58610	NA
AT5G58620	AT5G58620	NA
AT5G58630	AT5G58630	TRM31:TON1 Recruiting Motif 31
AT5G58640	AT5G58640	NA
AT5G58650	AT5G58650:PSY1	PSY1:plant peptide containing sulfated tyrosine 1
AT5G58660	AT5G58660	NA
AT5G58670	AT5G58670:PLC1	ATPLC:ARABIDOPSIS THALIANA PHOSPHOLIPASE C;ATPLC1:phospholipase C1;PLC1:phospholipase C 1;PLC1:phospholipase C1
AT5G58680	AT5G58680	NA
AT5G58690	AT5G58690:PLC5	ATPLC5;PLC5:phosphatidylinositol-speciwc phospholipase C5
AT5G58700	AT5G58700:PLC4	ATPLC4;PLC4:phosphatidylinositol-speciwc phospholipase C4
AT5G58710	AT5G58710:CYP20-1	ROC7:rotamase CYP 7
AT5G58720	AT5G58720	NA
AT5G58730	AT5G58730	Mik:myo-inositol kinase
AT5G58740	AT5G58740	NA
AT5G58750	AT5G58750	NA
AT5G58760	AT5G58760:DDB2	DDB2:damaged DNA binding 2
AT5G58770	AT5G58770	AtcPT4;cPT4:cis-prenyltransferase 4
AT5G58780	AT5G58780	AtcPT5;AtHEPS;cPT5:cis -prenyltransferase 5;HEPS:heptaprenyl diphosphate synthase
